item_no,sku,qty,description,product_family,product_type,product_dimension,ports,port_speed,poe_type,stacking,management,switch_layer,power_consumption,flash_memory,buffer_memory,throughput,latency,management_interface,network_interface,performance_tier,service_category,list_price_usd,street_price_usd,partner_price_usd,warranty_period,support_type,processor,operating_temp,storage_temp,humidity,compliance,package_contents,width,depth,height,weight_kg,availability,end_of_sale,orderability,duration,item_identifier,service_program,sheet,workbook,family,commercial_name,product_line,dimension,subscription_type,offer_type,product_name,wifi_standard,indoor_outdoor,antenna,radios,max_throughput,poe,controller_compat,eol_status,release_year
158,MA-PWR-1100WAC,1,Meraki MS390 1100W AC Power Supply,Switches,Meraki MS Hardware,Accessory,8,10G,UPOE,No,Cloud Managed,L3,1020,128MB,1MB,200Gbps,3.0μs,"Console, USB, Network",8 x 10G Ethernet,Performance,CORE,6218.44,5755.749239391666,4503.045588214603,1 Year,4HR,ARM 1.2GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",39.28,24.84,4.8,6.88,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 1100W AC Power Supply,,Accessory,,,,,,,,,,,,
71,MA-PWR-150WAC-ADP,1,Meraki 150W AC Power Adaptor,Switches,Meraki MS Hardware,Accessory,8,1G,PoE+,Yes,Controller,L2,614,64MB,4MB,100Gbps,3.0μs,"Console, USB, Network",8 x 1G Ethernet,Performance,CORE,4730.54,4071.542919395784,3718.378152820873,1 Year,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",21.86,29.58,3.12,11.45,Out of Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 150W AC Power Adaptor,,Accessory,,,,,,,,,,,,
846,MA-PWR-250WAC,1,Meraki 250WAC PSU,Switches,MS Accessory,Accessory,8,Multi-Gig,PoE++,Yes,On-Prem,L2,954,256MB,1MB,200Gbps,3.0μs,"USB, Network",8 x Multi-Gig Ethernet,Essential,CORE,3895.26,3674.48856060156,2884.36558334817,1 Year,24HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",15.17,28.41,1.76,8.12,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 250WAC PSU,,Accessory,,,,,,,,,,,,
73,MA-PWR-300W-INDADP,1,Meraki 300W AC Industrial Grade Power Adapter,Switches,Meraki MS Hardware,Accessory,8,Multi-Gig,UPOE,No,Cloud Managed,L2,1111,128MB,2MB,400Gbps,1.5μs,"USB, Network",8 x Multi-Gig Ethernet,Premium,CORE,7583.98,6969.569381693407,6278.766336700673,Lifetime,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",30.29,22.5,3.59,6.45,In Stock,EoL,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 300W AC Industrial Grade Power Adapter,,Accessory,,,,,,,,,,,,
74,MA-PWR-300WAC-ADP,1,Meraki 300W AC Power Adaptor,Switches,Meraki MS Hardware,Accessory,12,10G,PoE++,No,On-Prem,L2,586,512MB,2MB,100Gbps,1.5μs,"Console, Network",12 x 10G Ethernet,Performance,CORE,10833.9,9856.940011843084,8044.71478736892,Lifetime,4HR,x86 1.0GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",39.4,31.7,4.64,8.89,Limited Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 300W AC Power Adaptor,,Accessory,,,,,,,,,,,,
164,MA-PWR-350WAC,1,Meraki MS390 350W AC Power Supply,Switches,Meraki MS Hardware,Accessory,8,10G,PoE++,Yes,Controller,L2,152,64MB,8MB,200Gbps,2.0μs,"Console, USB, Network",8 x 10G Ethernet,Premium,CORE,6548.83,6215.834953816226,5274.21207743144,5 Years,24HR,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",15.46,21.46,1.05,14.08,Limited Stock,EoL,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 350W AC Power Supply,,Accessory,,,,,,,,,,,,
78,MA-PWR-640WAC,1,Meraki 640WAC PSU,Switches,Meraki MS Hardware,Accessory,24,1G,PoE+,No,Cloud Managed,L2,920,512MB,1MB,400Gbps,2.5μs,"USB, Network",24 x 1G Ethernet,Essential,CORE,3394.39,3036.29829274996,2858.273156049464,1 Year,NBD,ARM 1.5GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",37.51,23.58,3.85,4.16,Limited Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki 640WAC PSU,,Accessory,,,,,,,,,,,,
834,MA-PWR-715WAC,1,Meraki MS390 715W AC Power Supply,Switches,MS Accessory,Accessory,12,Multi-Gig,PoE+,No,On-Prem,L3,135,128MB,1MB,100Gbps,3.0μs,"Console, Network",12 x Multi-Gig Ethernet,Premium,CORE,1176.98,1021.625374729565,831.405047880261,1 Year,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",44.45,20.19,2.8,14.05,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS390 715W AC Power Supply,,Accessory,,,,,,,,,,,,
97,MA-PWR-CORD-AR,1,Meraki AC Power Cord for MX and MS (AR Plug),Switches,Meraki MS Hardware,Accessory,8,Multi-Gig,PoE++,No,On-Prem,L3,363,64MB,2MB,200Gbps,3.0μs,"USB, Network",8 x Multi-Gig Ethernet,Performance,CORE,5658.15,5369.914527347122,4250.151386921856,5 Years,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",27.26,34.03,4.71,4.33,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (AR Plug),,Accessory,,,,,,,,,,,,
79,MA-PWR-CORD-AR-FR,1,Meraki AC Power Cord (AR Plug),Switches,Meraki MS Hardware,Accessory,48,Multi-Gig,PoE+,No,Cloud Managed,L2,452,256MB,8MB,100Gbps,2.0μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,1401.98,1290.785583431948,995.9582084165951,5 Years,Next Day,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",23.48,35.63,3.32,11.27,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (AR Plug),,Accessory,,,,,,,,,,,,
912,MA-PWR-CORD-AR-O,1,Meraki AC Power Cord (AR Plug),Switches,MS Accessory,Accessory,48,Multi-Gig,PoE++,No,On-Prem,L2,620,128MB,4MB,50Gbps,2.5μs,"USB, Network",48 x Multi-Gig Ethernet,Premium,CORE,11828.85,10218.95712628158,9203.989484377928,3 Years,NBD,ARM 1.5GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",26.19,27.04,3.19,10.09,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (AR Plug),,Accessory,,,,,,,,,,,,
856,MA-PWR-CORD-AU,1,Meraki AC Power Cord for MX and MS (AU Plug),Switches,MS Accessory,Accessory,48,1G,PoE+,No,Controller,L3,424,512MB,1MB,50Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,2141.85,1938.681189562073,1699.860100743712,3 Years,Next Day,x86 1.0GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",31.09,36.06,1.96,5,Limited Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (AU Plug),,Accessory,,,,,,,,,,,,
81,MA-PWR-CORD-AU-FR,1,Meraki AC Power Cord (AU Plug),Switches,Meraki MS Hardware,Accessory,24,Multi-Gig,PoE++,Yes,Cloud Managed,L2,618,256MB,4MB,400Gbps,3.0μs,"Console, Network",24 x Multi-Gig Ethernet,Essential,CORE,277.63,236.605271292663,225.586357635199,5 Years,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",26.57,34.69,4.8,11.24,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (AU Plug),,Accessory,,,,,,,,,,,,
914,MA-PWR-CORD-AU-O,1,Meraki AC Power Cord (AU Plug),Switches,MS Accessory,Accessory,24,Multi-Gig,UPOE,Yes,Cloud Managed,L3,427,64MB,4MB,400Gbps,2.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Essential,CORE,22.47,21.10525929184737,15.77693126870801,5 Years,4HR,ARM 1.2GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",35.53,30.85,3.95,10.97,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (AU Plug),,Accessory,,,,,,,,,,,,
99,MA-PWR-CORD-BR,1,Meraki AC Power Cord for MX and MS (Brazil Plug),Switches,Meraki MS Hardware,Accessory,12,10G,UPOE,Yes,On-Prem,L2,197,512MB,1MB,100Gbps,2.0μs,"Console, USB, Network",12 x 10G Ethernet,Essential,CORE,914.55,811.2649373422653,686.8867806458651,3 Years,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",41.89,26.96,2.32,14.56,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (Brazil Plug),,Accessory,,,,,,,,,,,,
83,MA-PWR-CORD-BR-FR,1,Meraki AC Power Cord (Brazil Plug),Switches,Meraki MS Hardware,Accessory,12,10G,UPOE,Yes,Controller,L2,858,256MB,1MB,50Gbps,2.5μs,"Console, USB, Network",12 x 10G Ethernet,Performance,CORE,1128.11,1055.335795456917,890.5591193203134,5 Years,NBD,ARM 1.5GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",16.37,23.97,1.24,13.03,In Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (Brazil Plug),,Accessory,,,,,,,,,,,,
84,MA-PWR-CORD-BR-O,1,Meraki AC Power Cord (Brazil Plug),Switches,Meraki MS Hardware,Accessory,24,10G,UPOE,Yes,Controller,L3,227,256MB,4MB,50Gbps,3.0μs,"USB, Network",24 x 10G Ethernet,Essential,CORE,881.89,804.8301176581756,706.242897347279,1 Year,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",41.62,22.56,4,11.15,Out of Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (Brazil Plug),,Accessory,,,,,,,,,,,,
824,MA-PWR-CORD-CN,1,Meraki AC Power Cord for MX and MS (China Plug),Switches,MS Accessory,Accessory,8,Multi-Gig,PoE+,No,On-Prem,L2,148,512MB,2MB,400Gbps,3.0μs,"Console, Network",8 x Multi-Gig Ethernet,Premium,CORE,11828.85,10801.21770186717,9346.954926456576,1 Year,Next Day,ARM 1.5GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",37.45,26.56,3.9,14.84,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (China Plug),,Accessory,,,,,,,,,,,,
85,MA-PWR-CORD-CN-FR,1,Meraki AC Power Cord (China Plug),Switches,Meraki MS Hardware,Accessory,48,1G,UPOE,Yes,Cloud Managed,L2,714,256MB,2MB,50Gbps,3.0μs,"USB, Network",48 x 1G Ethernet,Performance,CORE,805.26,754.4345611665025,592.5572506317574,3 Years,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",15.73,20.59,2.24,9.07,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (China Plug),,Accessory,,,,,,,,,,,,
86,MA-PWR-CORD-CN-O,1,Meraki AC Power Cord (China Plug),Switches,Meraki MS Hardware,Accessory,12,1G,PoE++,Yes,Controller,L3,397,128MB,1MB,400Gbps,3.0μs,"Console, USB, Network",12 x 1G Ethernet,Performance,CORE,2948.42,2655.972665345399,2241.716862215309,3 Years,NBD,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",17.35,24.22,1.31,5.43,Limited Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (China Plug),,Accessory,,,,,,,,,,,,
101,MA-PWR-CORD-EU,1,Meraki AC Power Cord for MX and MS (EU Plug),Switches,Meraki MS Hardware,Accessory,12,1G,PoE+,No,On-Prem,L3,1072,128MB,8MB,100Gbps,2.5μs,"Console, USB, Network",12 x 1G Ethernet,Essential,CORE,391.95,369.5442544128114,332.0315502509815,3 Years,24HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",19.88,35.27,4.87,12.04,In Stock,EoS,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (EU Plug),,Accessory,,,,,,,,,,,,
87,MA-PWR-CORD-EU-FR,1,Meraki AC Power Cord (EU Plug),Switches,Meraki MS Hardware,Accessory,8,Multi-Gig,PoE+,Yes,Controller,L2,706,64MB,2MB,400Gbps,2.0μs,"Console, USB, Network",8 x Multi-Gig Ethernet,Performance,CORE,1280.12,1122.658660810218,962.6980645151918,1 Year,NBD,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",34.11,21.68,4.86,13.65,In Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (EU Plug),,Accessory,,,,,,,,,,,,
918,MA-PWR-CORD-EU-O,1,Meraki AC Power Cord (EU Plug),Switches,MS Accessory,Accessory,24,Multi-Gig,PoE++,Yes,Controller,L2,817,256MB,4MB,400Gbps,2.0μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,22.47,20.23531818844936,18.83493571298811,3 Years,4HR,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",24.12,21.95,1.06,5.71,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (EU Plug),,Accessory,,,,,,,,,,,,
102,MA-PWR-CORD-IN,1,Meraki AC Power Cord for MX and MS (India Plug),Switches,Meraki MS Hardware,Accessory,48,Multi-Gig,PoE+,No,Cloud Managed,L3,646,512MB,4MB,200Gbps,2.5μs,"Console, Network",48 x Multi-Gig Ethernet,Essential,CORE,847.97,794.2529134387431,708.473278587291,1 Year,Next Day,x86 1.0GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",24.38,39.83,3.4,12.92,Out of Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (India Plug),,Accessory,,,,,,,,,,,,
901,MA-PWR-CORD-IN-FR,1,Meraki AC Power Cord (India Plug),Switches,MS Accessory,Accessory,48,1G,PoE+,Yes,On-Prem,L3,332,512MB,1MB,50Gbps,2.0μs,"USB, Network",48 x 1G Ethernet,Essential,CORE,4725.63,4254.462668894265,3675.020589733586,Lifetime,4HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",23.8,22.47,4.68,11.53,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (India Plug),,Accessory,,,,,,,,,,,,
917,MA-PWR-CORD-IN-O,1,Meraki AC Power Cord (India Plug),Switches,MS Accessory,Accessory,48,Multi-Gig,UPOE,Yes,Controller,L3,625,128MB,1MB,50Gbps,3.0μs,"USB, Network",48 x Multi-Gig Ethernet,Essential,CORE,22.47,19.4823033183106,17.6631679625753,3 Years,Next Day,ARM 1.2GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",17.94,36.78,2.24,10.77,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (India Plug),,Accessory,,,,,,,,,,,,
885,MA-PWR-CORD-TW,1,Meraki AC Power Cord for MX and MS (Taiwan Plug),Switches,MS Accessory,Accessory,12,10G,UPOE,Yes,On-Prem,L3,980,64MB,4MB,400Gbps,2.5μs,"Console, USB, Network",12 x 10G Ethernet,Premium,CORE,602.0,529.4498148707582,452.728321160385,Lifetime,24HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",27.42,36.78,2.76,11.31,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (Taiwan Plug),,Accessory,,,,,,,,,,,,
91,MA-PWR-CORD-TW-FR,1,Meraki AC Power Cord (Taiwan Plug),Switches,Meraki MS Hardware,Accessory,48,Multi-Gig,PoE++,No,Controller,L3,435,128MB,1MB,50Gbps,2.5μs,"USB, Network",48 x Multi-Gig Ethernet,Essential,CORE,3.17,2.920832705794138,2.630186191688028,Lifetime,24HR,x86 1.8GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",16.84,39.56,1.65,4.07,Limited Stock,Active,ICW-ONLY,2,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (Taiwan Plug),,Accessory,,,,,,,,,,,,
92,MA-PWR-CORD-TW-O,1,Meraki AC Power Cord (Taiwan Plug),Switches,Meraki MS Hardware,Accessory,24,1G,UPOE,No,On-Prem,L3,1145,256MB,2MB,100Gbps,1.5μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,300.24,255.7373076328478,244.4080281450639,5 Years,4HR,x86 1.0GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",18,21.74,1.62,7.22,In Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (Taiwan Plug),,Accessory,,,,,,,,,,,,
103,MA-PWR-CORD-UK,1,Meraki AC Power Cord for MX and MS (UK Plug),Switches,Meraki MS Hardware,Accessory,48,1G,PoE++,Yes,On-Prem,L3,783,128MB,2MB,50Gbps,2.0μs,"Console, USB, Network",48 x 1G Ethernet,Premium,CORE,4212.21,3835.732930879815,3361.525830697049,3 Years,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",23.53,26.56,1.88,11.86,Out of Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (UK Plug),,Accessory,,,,,,,,,,,,
93,MA-PWR-CORD-UK-FR,1,Meraki AC Power Cord (UK Plug),Switches,Meraki MS Hardware,Accessory,24,10G,PoE+,Yes,Controller,L3,408,128MB,8MB,50Gbps,2.0μs,"USB, Network",24 x 10G Ethernet,Essential,CORE,1134.39,998.1481750012235,922.8306861216931,5 Years,4HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",15.24,34.96,4.72,7.07,Limited Stock,EoL,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (UK Plug),,Accessory,,,,,,,,,,,,
94,MA-PWR-CORD-UK-O,1,Meraki AC Power Cord (UK Plug),Switches,Meraki MS Hardware,Accessory,48,1G,PoE+,No,Cloud Managed,L2,1064,64MB,4MB,400Gbps,3.0μs,"Console, Network",48 x 1G Ethernet,Premium,CORE,443.46,383.9405885857088,373.2784517503926,5 Years,24HR,ARM 1.2GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",43.03,20.95,3.58,9.9,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (UK Plug),,Accessory,,,,,,,,,,,,
850,MA-PWR-CORD-US,1,Meraki AC Power Cord for MX and MS (US Plug),Switches,MS Accessory,Accessory,24,Multi-Gig,PoE+,No,Cloud Managed,L2,149,64MB,1MB,200Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Essential,CORE,39011.05,36902.00925754773,29921.70316335393,3 Years,NBD,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",33.01,36.35,3.39,6.31,In Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord for MX and MS (US Plug),,Accessory,,,,,,,,,,,,
907,MA-PWR-CORD-US-FR,1,Meraki AC Power Cord (US Plug),Switches,MS Accessory,Accessory,12,Multi-Gig,PoE+,No,Cloud Managed,L2,373,128MB,4MB,400Gbps,2.0μs,"Console, Network",12 x Multi-Gig Ethernet,Essential,CORE,591.44,510.6800585807872,419.5605187071261,5 Years,4HR,ARM 1.2GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",40.99,34.87,1.11,4.35,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (US Plug),,Accessory,,,,,,,,,,,,
96,MA-PWR-CORD-US-O,1,Meraki AC Power Cord (US Plug),Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,PoE++,No,Controller,L2,298,128MB,2MB,200Gbps,1.5μs,"Console, Network",12 x Multi-Gig Ethernet,Performance,CORE,9356.55,8850.588778016026,7898.726742530552,5 Years,4HR,ARM 1.2GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",42,29.7,3.81,5.63,Limited Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki AC Power Cord (US Plug),,Accessory,,,,,,,,,,,,
108,MA-QSFP-100G-LR4,1,Meraki LR4 QSFP 100G Transceiver,Switches,Meraki MS Hardware,Accessory,12,Multi-Gig,PoE++,No,On-Prem,L3,1039,256MB,2MB,50Gbps,2.0μs,"Console, USB, Network",12 x Multi-Gig Ethernet,Performance,CORE,4821.49,4490.316797720829,3781.26550884443,3 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",30.9,36.83,3.69,10.59,In Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki LR4 QSFP 100G Transceiver,,Accessory,,,,,,,,,,,,
175,MA-QSFP-100G-SR4,1,Meraki SR4 QSFP 100G Transceiver,Switches,Meraki MS Hardware,Accessory,12,10G,UPOE,Yes,Controller,L3,141,128MB,4MB,100Gbps,2.5μs,"Console, USB, Network",12 x 10G Ethernet,Essential,CORE,325.37,289.0613563329986,260.9139829368926,3 Years,NBD,ARM 1.2GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",43.3,21.51,2.9,13.7,Limited Stock,EoL,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki SR4 QSFP 100G Transceiver,,Accessory,,,,,,,,,,,,
105,MA-QSFP-40G-CSR4,1,Meraki CSR4 QSFP 40G Transceiver,Switches,Meraki MS Hardware,Accessory,24,1G,PoE++,No,On-Prem,L3,238,512MB,8MB,200Gbps,2.0μs,"USB, Network",24 x 1G Ethernet,Performance,CORE,2167.03,1863.056768767664,1739.118179501377,5 Years,NBD,ARM 1.2GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",20.32,33.99,4.05,2.75,Out of Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki CSR4 QSFP 40G Transceiver,,Accessory,,,,,,,,,,,,
